topic,index
0,549
8,550
8,551
0,552
7,553
8,554
3,555
0,556
0,557
2,558
0,559
0,560
5,561
3,562
8,563
3,564
6,565
0,566
0,567
2,568
6,569
2,570
0,571
8,572
2,573
0,574
0,575
1,576
8,577
0,578
6,579
6,580
0,581
0,582
7,583
3,584
7,585
0,586
8,587
3,588
8,589
8,590
8,591
6,592
8,593
0,594
6,595
1,596
6,597
0,598
0,599
0,600
0,601
8,602
0,603
0,604
0,605
8,606
0,607
2,608
3,609
6,610
2,611
3,612
0,613
6,614
2,615
0,616
0,617
0,618
0,619
8,620
0,621
0,622
8,623
2,624
8,625
0,626
6,627
1,628
6,629
3,630
6,631
3,632
8,633
0,634
8,635
6,636
6,637
2,638
7,639
0,640
0,641
0,642
0,643
0,644
8,645
8,646
1,647
8,648
1,649
7,650
8,651
2,652
3,653
1,654
8,655
8,656
0,657
2,658
3,659
3,660
8,661
8,662
6,663
3,664
3,665
8,666
3,667
1,668
2,669
0,670
0,671
0,672
6,673
1,674
6,675
3,676
1,677
7,678
0,679
5,680
2,681
5,682
0,683
8,684
3,685
2,686
8,687
2,688
2,689
0,690
0,691
0,692
0,693
2,694
2,695
0,696
3,697
0,698
1,699
0,700
1,701
3,702
8,703
8,704
0,705
8,706
0,707
8,708
0,709
0,710
6,711
8,712
0,713
5,714
1,715
8,716
8,717
1,718
5,719
1,720
3,721
8,722
1,723
3,724
8,725
7,726
0,727
2,728
1,729
6,730
8,731
0,732
3,733
8,734
1,735
3,736
6,737
0,738
2,739
8,740
6,741
0,742
6,743
6,744
6,745
3,746
6,747
0,748
2,749
8,750
5,751
0,752
0,753
0,754
1,755
0,756
0,757
7,758
0,759
8,760
6,761
0,762
1,763
8,764
2,765
0,766
7,767
8,768
8,769
5,770
5,771
8,772
3,773
2,774
0,775
0,776
8,777
0,778
3,779
2,780
0,781
1,782
1,783
0,784
0,785
8,786
8,787
1,788
0,789
0,790
7,791
8,792
0,793
3,794
8,795
0,796
0,797
0,798
2,799
0,800
0,801
8,802
0,803
8,804
2,805
3,806
8,807
8,808
5,809
0,810
3,811
0,812
0,813
3,814
0,815
1,816
3,817
7,818
1,819
0,820
7,821
8,822
7,823
6,824
0,825
0,826
8,827
0,828
1,829
2,830
1,831
3,832
2,833
2,834
8,835
1,836
8,837
6,838
3,839
6,840
8,841
8,842
0,843
0,844
6,845
2,846
8,847
0,848
8,849
0,850
8,851
1,852
8,853
8,854
6,855
3,856
0,857
5,858
6,859
0,860
1,861
8,862
6,863
0,864
6,865
0,866
8,867
6,868
8,869
2,870
7,871
8,872
8,873
0,874
0,875
8,876
6,877
8,878
2,879
6,880
1,881
8,882
0,883
7,884
8,885
0,886
8,887
0,888
6,889
0,890
1,891
0,892
1,893
2,894
1,895
0,896
0,897
2,898
8,899
8,900
8,901
8,902
3,903
6,904
0,905
7,906
0,907
8,908
0,909
8,910
8,911
2,912
7,913
0,914
6,915
2,916
0,917
0,918
8,919
6,920
1,921
8,922
6,923
3,924
3,925
0,926
8,927
8,928
8,929
3,930
6,931
0,932
0,933
3,934
2,935
1,936
2,937
0,938
3,939
8,940
2,941
8,942
2,943
0,944
8,945
6,946
2,947
1,948
8,949
8,950
8,951
6,952
0,953
2,954
3,955
8,956
0,957
8,958
0,959
1,960
8,961
2,962
8,963
3,964
8,965
0,966
0,967
0,968
6,969
0,970
3,971
0,972
0,973
6,974
3,975
0,976
0,977
2,978
2,979
8,980
8,981
1,982
2,983
8,984
0,985
3,986
8,987
7,988
2,989
8,990
0,991
3,992
8,993
0,994
6,995
8,996
7,997
0,998
0,999
3,1000
0,1001
8,1002
1,1003
8,1004
0,1005
0,1006
0,1007
8,1008
8,1009
2,1010
2,1011
6,1012
6,1013
2,1014
8,1015
6,1016
8,1017
0,1018
6,1019
0,1020
8,1021
3,1022
0,1023
0,1024
6,1025
6,1026
2,1027
3,1028
8,1029
6,1030
8,1031
3,1032
3,1033
6,1034
1,1035
0,1036
8,1037
6,1038
2,1039
6,1040
0,1041
1,1042
6,1043
6,1044
1,1045
6,1046
2,1047
5,1048
7,1049
1,1050
1,1051
0,1052
0,1053
8,1054
8,1055
0,1056
3,1057
0,1058
8,1059
1,1060
8,1061
6,1062
0,1063
2,1064
0,1065
2,1066
1,1067
0,1068
0,1069
6,1070
8,1071
0,1072
7,1073
6,1074
6,1075
2,1076
0,1077
6,1078
0,1079
8,1080
8,1081
3,1082
7,1083
8,1084
1,1085
6,1086
6,1087
1,1088
1,1089
0,1090
1,1091
8,1092
0,1093
0,1094
8,1095
8,1096
8,1097
0,1098
1,1099
6,1100
1,1101
1,1102
6,1103
0,1104
0,1105
6,1106
6,1107
6,1108
3,1109
2,1110
3,1111
0,1112
2,1113
3,1114
8,1115
6,1116
0,1117
8,1118
0,1119
3,1120
8,1121
6,1122
6,1123
6,1124
8,1125
8,1126
8,1127
1,1128
8,1129
0,1130
6,1131
1,1132
0,1133
8,1134
8,1135
2,1136
7,1137
6,1138
8,1139
2,1140
1,1141
6,1142
2,1143
5,1144
0,1145
0,1146
3,1147
6,1148
0,1149
8,1150
0,1151
8,1152
8,1153
3,1154
6,1155
1,1156
5,1157
3,1158
3,1159
0,1160
2,1161
2,1162
0,1163
1,1164
0,1165
0,1166
0,1167
8,1168
1,1169
3,1170
8,1171
8,1172
2,1173
3,1174
0,1175
0,1176
7,1177
8,1178
6,1179
8,1180
5,1181
5,1182
6,1183
0,1184
0,1185
8,1186
2,1187
1,1188
8,1189
3,1190
7,1191
0,1192
0,1193
8,1194
3,1195
1,1196
0,1197
1,1198
8,1199
1,1200
6,1201
0,1202
6,1203
8,1204
8,1205
5,1206
0,1207
3,1208
1,1209
0,1210
8,1211
8,1212
3,1213
6,1214
0,1215
7,1216
0,1217
8,1218
8,1219
6,1220
0,1221
8,1222
0,1223
8,1224
7,1225
0,1226
6,1227
8,1228
5,1229
8,1230
2,1231
5,1232
8,1233
8,1234
0,1235
8,1236
8,1237
7,1238
0,1239
0,1240
2,1241
3,1242
0,1243
2,1244
0,1245
8,1246
6,1247
2,1248
0,1249
6,1250
6,1251
0,1252
7,1253
3,1254
7,1255
5,1256
6,1257
5,1258
7,1259
8,1260
0,1261
8,1262
0,1263
1,1264
5,1265
6,1266
6,1267
2,1268
3,1269
0,1270
7,1271
1,1272
0,1273
0,1274
0,1275
0,1276
6,1277
8,1278
0,1279
8,1280
8,1281
8,1282
3,1283
8,1284
8,1285
6,1286
0,1287
8,1288
3,1289
0,1290
0,1291
0,1292
0,1293
2,1294
6,1295
2,1296
8,1297
2,1298
7,1299
0,1300
7,1301
2,1302
6,1303
6,1304
0,1305
6,1306
6,1307
8,1308
8,1309
8,1310
1,1311
3,1312
3,1313
3,1314
6,1315
0,1316
3,1317
0,1318
0,1319
1,1320
0,1321
8,1322
0,1323
1,1324
3,1325
8,1326
5,1327
8,1328
1,1329
3,1330
6,1331
8,1332
8,1333
2,1334
2,1335
8,1336
1,1337
0,1338
0,1339
8,1340
0,1341
0,1342
7,1343
3,1344
6,1345
0,1346
5,1347
7,1348
2,1349
0,1350
0,1351
8,1352
2,1353
1,1354
8,1355
0,1356
3,1357
1,1358
0,1359
0,1360
0,1361
8,1362
3,1363
0,1364
0,1365
0,1366
8,1367
8,1368
6,1369
8,1370
5,1371
8,1372
0,1373
8,1374
3,1375
2,1376
6,1377
0,1378
5,1379
8,1380
0,1381
8,1382
2,1383
3,1384
0,1385
8,1386
8,1387
8,1388
0,1389
0,1390
6,1391
0,1392
1,1393
5,1394
0,1395
1,1396
0,1397
3,1398
8,1399
8,1400
1,1401
8,1402
0,1403
6,1404
1,1405
0,1406
3,1407
6,1408
8,1409
8,1410
3,1411
3,1412
8,1413
8,1414
0,1415
0,1416
8,1417
0,1418
2,1419
2,1420
8,1421
0,1422
7,1423
2,1424
2,1425
8,1426
8,1427
6,1428
0,1429
8,1430
8,1431
1,1432
0,1433
7,1434
3,1435
6,1436
8,1437
6,1438
1,1439
0,1440
3,1441
8,1442
2,1443
8,1444
5,1445
1,1446
1,1447
0,1448
0,1449
0,1450
3,1451
2,1452
6,1453
6,1454
8,1455
8,1456
6,1457
3,1458
0,1459
1,1460
0,1461
1,1462
0,1463
6,1464
6,1465
7,1466
0,1467
8,1468
0,1469
8,1470
6,1471
0,1472
1,1473
2,1474
3,1475
6,1476
8,1477
6,1478
0,1479
8,1480
8,1481
6,1482
0,1483
3,1484
8,1485
8,1486
1,1487
6,1488
0,1489
6,1490
8,1491
1,1492
8,1493
5,1494
8,1495
2,1496
0,1497
0,1498
2,1499
0,1500
2,1501
2,1502
8,1503
0,1504
6,1505
8,1506
0,1507
6,1508
8,1509
1,1510
0,1511
3,1512
8,1513
8,1514
0,1515
5,1516
1,1517
0,1518
0,1519
6,1520
0,1521
1,1522
0,1523
3,1524
8,1525
8,1526
2,1527
0,1528
0,1529
1,1530
8,1531
8,1532
0,1533
0,1534
3,1535
2,1536
2,1537
0,1538
0,1539
3,1540
6,1541
8,1542
6,1543
0,1544
5,1545
0,1546
8,1547
6,1548
7,1549
7,1550
8,1551
0,1552
0,1553
0,1554
8,1555
8,1556
3,1557
8,1558
0,1559
2,1560
1,1561
6,1562
0,1563
1,1564
3,1565
7,1566
0,1567
0,1568
0,1569
0,1570
8,1571
8,1572
2,1573
3,1574
0,1575
0,1576
8,1577
2,1578
8,1579
3,1580
2,1581
8,1582
1,1583
0,1584
7,1585
8,1586
0,1587
0,1588
3,1589
0,1590
1,1591
1,1592
0,1593
0,1594
0,1595
7,1596
3,1597
0,1598
5,1599
1,1600
0,1601
8,1602
0,1603
8,1604
7,1605
3,1606
0,1607
6,1608
1,1609
3,1610
7,1611
6,1612
8,1613
0,1614
8,1615
0,1616
0,1617
1,1618
0,1619
5,1620
8,1621
0,1622
3,1623
6,1624
6,1625
1,1626
6,1627
8,1628
1,1629
0,1630
0,1631
0,1632
0,1633
3,1634
8,1635
0,1636
3,1637
3,1638
0,1639
2,1640
3,1641
0,1642
2,1643
1,1644
8,1645
1,1646
8,1647
0,1648
6,1649
0,1650
7,1651
2,1652
1,1653
0,1654
8,1655
2,1656
7,1657
1,1658
8,1659
0,1660
8,1661
8,1662
0,1663
3,1664
5,1665
2,1666
8,1667
1,1668
0,1669
0,1670
8,1671
3,1672
3,1673
1,1674
0,1675
8,1676
8,1677
6,1678
0,1679
3,1680
0,1681
7,1682
1,1683
0,1684
0,1685
0,1686
1,1687
0,1688
8,1689
8,1690
8,1691
0,1692
1,1693
2,1694
0,1695
3,1696
8,1697
8,1698
0,1699
3,1700
0,1701
0,1702
8,1703
1,1704
0,1705
2,1706
8,1707
0,1708
3,1709
0,1710
6,1711
8,1712
3,1713
6,1714
1,1715
2,1716
6,1717
8,1718
8,1719
6,1720
6,1721
8,1722
0,1723
3,1724
2,1725
0,1726
0,1727
8,1728
0,1729
2,1730
8,1731
7,1732
3,1733
3,1734
0,1735
0,1736
8,1737
6,1738
2,1739
3,1740
6,1741
0,1742
6,1743
2,1744
1,1745
0,1746
0,1747
8,1748
2,1749
0,1750
3,1751
8,1752
6,1753
5,1754
0,1755
8,1756
1,1757
0,1758
3,1759
0,1760
8,1761
0,1762
8,1763
1,1764
8,1765
8,1766
7,1767
8,1768
1,1769
7,1770
3,1771
0,1772
0,1773
6,1774
6,1775
6,1776
8,1777
0,1778
8,1779
0,1780
6,1781
8,1782
6,1783
8,1784
0,1785
3,1786
3,1787
8,1788
0,1789
3,1790
6,1791
2,1792
3,1793
1,1794
8,1795
6,1796
1,1797
8,1798
8,1799
1,1800
2,1801
0,1802
0,1803
3,1804
2,1805
3,1806
2,1807
1,1808
0,1809
3,1810
7,1811
0,1812
0,1813
0,1814
0,1815
8,1816
8,1817
0,1818
7,1819
2,1820
5,1821
0,1822
0,1823
8,1824
0,1825
6,1826
6,1827
8,1828
7,1829
6,1830
0,1831
6,1832
2,1833
8,1834
2,1835
3,1836
0,1837
0,1838
0,1839
3,1840
0,1841
0,1842
5,1843
8,1844
8,1845
6,1846
3,1847
8,1848
1,1849
7,1850
8,1851
3,1852
3,1853
8,1854
1,1855
7,1856
3,1857
6,1858
6,1859
7,1860
2,1861
7,1862
8,1863
3,1864
0,1865
7,1866
8,1867
1,1868
1,1869
3,1870
0,1871
8,1872
7,1873
0,1874
8,1875
0,1876
8,1877
0,1878
0,1879
6,1880
2,1881
0,1882
6,1883
0,1884
3,1885
7,1886
3,1887
0,1888
6,1889
3,1890
8,1891
0,1892
8,1893
6,1894
7,1895
8,1896
8,1897
1,1898
3,1899
0,1900
3,1901
7,1902
8,1903
3,1904
2,1905
3,1906
2,1907
5,1908
2,1909
0,1910
0,1911
2,1912
6,1913
8,1914
6,1915
0,1916
8,1917
1,1918
0,1919
8,1920
8,1921
3,1922
7,1923
0,1924
6,1925
7,1926
0,1927
0,1928
5,1929
0,1930
8,1931
1,1932
0,1933
1,1934
8,1935
3,1936
0,1937
8,1938
3,1939
8,1940
8,1941
1,1942
0,1943
3,1944
2,1945
6,1946
6,1947
7,1948
3,1949
0,1950
6,1951
2,1952
0,1953
8,1954
3,1955
8,1956
0,1957
3,1958
1,1959
0,1960
0,1961
5,1962
8,1963
8,1964
0,1965
0,1966
0,1967
8,1968
1,1969
5,1970
0,1971
3,1972
0,1973
8,1974
8,1975
8,1976
2,1977
2,1978
3,1979
0,1980
1,1981
8,1982
2,1983
2,1984
8,1985
8,1986
0,1987
3,1988
0,1989
0,1990
3,1991
0,1992
8,1993
0,1994
8,1995
0,1996
8,1997
3,1998
3,1999
7,2000
2,2001
2,2002
0,2003
8,2004
1,2005
6,2006
0,2007
0,2008
0,2009
8,2010
0,2011
3,2012
0,2013
7,2014
8,2015
0,2016
3,2017
8,2018
0,2019
0,2020
7,2021
0,2022
6,2023
3,2024
8,2025
0,2026
2,2027
0,2028
8,2029
2,2030
3,2031
8,2032
8,2033
0,2034
6,2035
0,2036
1,2037
2,2038
6,2039
5,2040
6,2041
6,2042
2,2043
3,2044
1,2045
8,2046
1,2047
3,2048
8,2049
0,2050
7,2051
8,2052
0,2053
3,2054
2,2055
2,2056
8,2057
6,2058
7,2059
2,2060
0,2061
8,2062
8,2063
1,2064
0,2065
1,2066
8,2067
0,2068
8,2069
8,2070
0,2071
0,2072
8,2073
3,2074
3,2075
0,2076
7,2077
8,2078
2,2079
0,2080
6,2081
2,2082
0,2083
0,2084
1,2085
6,2086
0,2087
8,2088
0,2089
8,2090
8,2091
8,2092
3,2093
7,2094
7,2095
8,2096
8,2097
6,2098
3,2099
0,2100
0,2101
5,2102
1,2103
1,2104
8,2105
3,2106
6,2107
8,2108
1,2109
0,2110
7,2111
6,2112
0,2113
8,2114
2,2115
5,2116
0,2117
3,2118
0,2119
0,2120
0,2121
3,2122
0,2123
0,2124
3,2125
8,2126
1,2127
0,2128
2,2129
1,2130
3,2131
3,2132
3,2133
3,2134
8,2135
0,2136
6,2137
7,2138
0,2139
0,2140
3,2141
1,2142
0,2143
3,2144
6,2145
0,2146
0,2147
2,2148
6,2149
8,2150
3,2151
2,2152
1,2153
6,2154
8,2155
0,2156
0,2157
6,2158
8,2159
0,2160
8,2161
1,2162
6,2163
0,2164
1,2165
8,2166
3,2167
3,2168
0,2169
5,2170
6,2171
8,2172
2,2173
3,2174
0,2175
0,2176
0,2177
6,2178
0,2179
8,2180
8,2181
8,2182
0,2183
8,2184
6,2185
0,2186
8,2187
6,2188
7,2189
8,2190
5,2191
3,2192
8,2193
0,2194
6,2195
1,2196
0,2197
1,2198
8,2199
6,2200
0,2201
0,2202
0,2203
2,2204
0,2205
8,2206
0,2207
0,2208
8,2209
3,2210
3,2211
8,2212
0,2213
0,2214
3,2215
0,2216
0,2217
0,2218
2,2219
2,2220
3,2221
5,2222
7,2223
5,2224
0,2225
3,2226
0,2227
8,2228
6,2229
0,2230
0,2231
7,2232
8,2233
5,2234
1,2235
1,2236
0,2237
1,2238
0,2239
8,2240
7,2241
8,2242
6,2243
3,2244
0,2245
2,2246
1,2247
7,2248
6,2249
1,2250
7,2251
5,2252
1,2253
1,2254
2,2255
6,2256
0,2257
6,2258
8,2259
8,2260
6,2261
5,2262
6,2263
0,2264
0,2265
3,2266
0,2267
7,2268
0,2269
0,2270
0,2271
6,2272
0,2273
0,2274
8,2275
8,2276
8,2277
0,2278
0,2279
5,2280
3,2281
0,2282
6,2283
3,2284
2,2285
6,2286
2,2287
8,2288
8,2289
8,2290
8,2291
3,2292
0,2293
3,2294
0,2295
0,2296
2,2297
5,2298
6,2299
8,2300
0,2301
1,2302
1,2303
2,2304
0,2305
1,2306
2,2307
3,2308
0,2309
1,2310
7,2311
2,2312
3,2313
8,2314
8,2315
8,2316
7,2317
2,2318
2,2319
0,2320
0,2321
6,2322
6,2323
6,2324
5,2325
8,2326
3,2327
2,2328
8,2329
0,2330
8,2331
2,2332
0,2333
0,2334
8,2335
0,2336
8,2337
0,2338
8,2339
8,2340
2,2341
0,2342
0,2343
6,2344
6,2345
6,2346
8,2347
3,2348
0,2349
0,2350
0,2351
0,2352
8,2353
8,2354
8,2355
6,2356
2,2357
6,2358
0,2359
6,2360
6,2361
7,2362
6,2363
6,2364
8,2365
2,2366
3,2367
5,2368
6,2369
0,2370
0,2371
0,2372
0,2373
8,2374
3,2375
3,2376
0,2377
5,2378
8,2379
2,2380
0,2381
0,2382
7,2383
0,2384
2,2385
8,2386
6,2387
8,2388
7,2389
1,2390
8,2391
5,2392
6,2393
0,2394
8,2395
0,2396
0,2397
0,2398
1,2399
7,2400
2,2401
8,2402
3,2403
1,2404
8,2405
8,2406
8,2407
8,2408
0,2409
2,2410
0,2411
3,2412
0,2413
1,2414
6,2415
8,2416
8,2417
0,2418
0,2419
2,2420
3,2421
2,2422
3,2423
3,2424
0,2425
2,2426
1,2427
2,2428
6,2429
8,2430
0,2431
0,2432
0,2433
7,2434
1,2435
5,2436
0,2437
0,2438
8,2439
0,2440
3,2441
6,2442
0,2443
2,2444
1,2445
7,2446
0,2447
8,2448
0,2449
0,2450
8,2451
3,2452
8,2453
8,2454
0,2455
6,2456
2,2457
6,2458
8,2459
8,2460
0,2461
0,2462
2,2463
0,2464
3,2465
0,2466
6,2467
6,2468
0,2469
0,2470
0,2471
8,2472
5,2473
2,2474
8,2475
0,2476
8,2477
7,2478
0,2479
0,2480
0,2481
3,2482
1,2483
8,2484
0,2485
6,2486
2,2487
0,2488
8,2489
7,2490
0,2491
6,2492
3,2493
3,2494
3,2495
0,2496
6,2497
3,2498
0,2499
0,2500
3,2501
0,2502
8,2503
0,2504
6,2505
1,2506
1,2507
3,2508
0,2509
1,2510
0,2511
0,2512
0,2513
0,2514
8,2515
8,2516
8,2517
8,2518
8,2519
6,2520
6,2521
0,2522
0,2523
0,2524
8,2525
2,2526
1,2527
8,2528
8,2529
0,2530
2,2531
6,2532
2,2533
0,2534
8,2535
8,2536
0,2537
8,2538
8,2539
6,2540
1,2541
0,2542
8,2543
1,2544
6,2545
6,2546
8,2547
2,2548
3,2549
6,2550
0,2551
0,2552
8,2553
3,2554
6,2555
0,2556
8,2557
1,2558
0,2559
1,2560
6,2561
8,2562
3,2563
8,2564
1,2565
5,2566
8,2567
8,2568
0,2569
6,2570
6,2571
7,2572
0,2573
3,2574
0,2575
8,2576
7,2577
2,2578
0,2579
0,2580
8,2581
0,2582
5,2583
0,2584
8,2585
7,2586
0,2587
8,2588
6,2589
2,2590
3,2591
3,2592
1,2593
1,2594
6,2595
2,2596
8,2597
6,2598
7,2599
0,2600
8,2601
8,2602
0,2603
6,2604
8,2605
0,2606
3,2607
3,2608
7,2609
1,2610
1,2611
0,2612
0,2613
6,2614
3,2615
8,2616
0,2617
1,2618
0,2619
3,2620
3,2621
7,2622
8,2623
6,2624
5,2625
0,2626
0,2627
0,2628
0,2629
2,2630
7,2631
3,2632
8,2633
0,2634
6,2635
7,2636
6,2637
6,2638
8,2639
8,2640
7,2641
8,2642
0,2643
8,2644
0,2645
7,2646
0,2647
8,2648
1,2649
3,2650
0,2651
8,2652
8,2653
7,2654
8,2655
0,2656
0,2657
3,2658
5,2659
7,2660
0,2661
1,2662
3,2663
6,2664
0,2665
0,2666
8,2667
2,2668
8,2669
5,2670
3,2671
8,2672
7,2673
6,2674
1,2675
0,2676
8,2677
2,2678
0,2679
0,2680
2,2681
7,2682
2,2683
8,2684
0,2685
2,2686
1,2687
2,2688
1,2689
0,2690
6,2691
3,2692
0,2693
2,2694
8,2695
3,2696
8,2697
1,2698
6,2699
0,2700
6,2701
2,2702
3,2703
3,2704
0,2705
8,2706
8,2707
1,2708
0,2709
6,2710
8,2711
3,2712
8,2713
0,2714
8,2715
5,2716
2,2717
2,2718
0,2719
6,2720
3,2721
0,2722
8,2723
8,2724
3,2725
7,2726
3,2727
2,2728
3,2729
8,2730
0,2731
6,2732
0,2733
3,2734
3,2735
2,2736
3,2737
8,2738
0,2739
6,2740
8,2741
0,2742
5,2743
2,2744
1,2745
8,2746
0,2747
0,2748
0,2749
2,2750
0,2751
6,2752
3,2753
8,2754
8,2755
8,2756
8,2757
3,2758
0,2759
0,2760
8,2761
0,2762
6,2763
2,2764
3,2765
3,2766
1,2767
8,2768
3,2769
6,2770
0,2771
0,2772
1,2773
8,2774
0,2775
7,2776
0,2777
3,2778
0,2779
3,2780
8,2781
1,2782
8,2783
0,2784
0,2785
1,2786
3,2787
7,2788
3,2789
6,2790
1,2791
0,2792
3,2793
5,2794
1,2795
3,2796
8,2797
1,2798
0,2799
0,2800
7,2801
2,2802
2,2803
8,2804
5,2805
8,2806
8,2807
2,2808
3,2809
6,2810
0,2811
6,2812
8,2813
7,2814
8,2815
8,2816
0,2817
2,2818
2,2819
2,2820
8,2821
0,2822
8,2823
3,2824
0,2825
3,2826
6,2827
1,2828
0,2829
1,2830
3,2831
8,2832
8,2833
6,2834
0,2835
3,2836
3,2837
3,2838
1,2839
7,2840
0,2841
6,2842
7,2843
2,2844
0,2845
0,2846
3,2847
2,2848
0,2849
0,2850
0,2851
2,2852
8,2853
0,2854
3,2855
5,2856
2,2857
8,2858
0,2859
8,2860
0,2861
0,2862
0,2863
0,2864
3,2865
3,2866
8,2867
8,2868
3,2869
6,2870
6,2871
6,2872
0,2873
2,2874
2,2875
0,2876
8,2877
3,2878
0,2879
3,2880
0,2881
0,2882
0,2883
6,2884
3,2885
7,2886
7,2887
8,2888
1,2889
3,2890
0,2891
8,2892
1,2893
8,2894
0,2895
8,2896
3,2897
6,2898
8,2899
3,2900
5,2901
0,2902
0,2903
8,2904
0,2905
8,2906
6,2907
1,2908
0,2909
2,2910
5,2911
6,2912
0,2913
3,2914
3,2915
2,2916
7,2917
0,2918
5,2919
0,2920
6,2921
3,2922
2,2923
3,2924
7,2925
2,2926
6,2927
0,2928
3,2929
3,2930
2,2931
1,2932
0,2933
0,2934
7,2935
3,2936
7,2937
0,2938
3,2939
2,2940
0,2941
3,2942
0,2943
2,2944
2,2945
2,2946
8,2947
6,2948
3,2949
6,2950
6,2951
0,2952
7,2953
5,2954
0,2955
0,2956
6,2957
7,2958
3,2959
7,2960
6,2961
8,2962
2,2963
0,2964
3,2965
6,2966
8,2967
8,2968
2,2969
0,2970
0,2971
0,2972
1,2973
0,2974
1,2975
2,2976
0,2977
7,2978
5,2979
3,2980
0,2981
0,2982
8,2983
3,2984
0,2985
8,2986
8,2987
1,2988
0,2989
6,2990
1,2991
0,2992
5,2993
8,2994
0,2995
1,2996
8,2997
